protein_id	genome_id	tax_class	tier	subtier	evidence_score	n_tools	recommend_family	dbcan_hmm_family	dbcan_sub_family	diamond_family	seq_length	foldseek_3di_best_hit	foldseek_3di_pident	foldseek_3di_evalue	foldseek_3di_bits_norm	saprot_cosine_to_cazyme_centroid	structure_evidence_score	adjudicated_tier
jgi-Pcit120373-91862-CE91861_3073	Pcit120373	Dothideomycetes	gray_zone	2B_gray_low	0.351	1	-	-	-	GT2	1611	A0A141GE43	57.3	1.8939999999999999e-196	0.5596	0.8097	0.7322	gray_zone_structure_supports_cazyme
jgi-Hyppol1-516852-fgenesh1_pm.4_#_41	Hyppol1	Sordariomycetes	gray_zone	2B_gray_low	0.4539999999999999	1	-	-	-	GH0	1284	A0A1T5D432	31.1	1.276e-09	0.0574	0.8897	0.5012	gray_zone_structure_supports_non_cazyme
jgi-Pucstr1-3362-evm.model.scaffold_120.74	Pucstr1	Pucciniomycotina	gray_zone	2A_gray_high	0.5579999999999999	1	-	-	-	GT20	542	A0A402CSC1	35.6	1.966e-05	0.0444	0.8669	0.4889	gray_zone_structure_supports_non_cazyme
jgi-Pucstr1-9743-evm.model.scaffold_194.19	Pucstr1	Pucciniomycotina	gray_zone	2B_gray_low	0.346	1	-	-	-	GT1	684	A0A8S1ZP17	70.8	1.397e-147	0.4221	0.8397	0.671	gray_zone_structure_supports_cazyme
jgi-Pucstr1-3844-evm.model.scaffold_127.19	Pucstr1	Pucciniomycotina	gray_zone	2B_gray_low	0.483	1	-	-	-	GT22	813	-	0.0		0.0	0.4175	0.3544	gray_zone_structure_supports_non_cazyme
jgi-Pucstr1-7607-evm.model.scaffold_166.27	Pucstr1	Pucciniomycotina	high_confidence_cazyme	1A_all_tools_agree	1.0	3	GT66_e1	GT66(23-730)	GT66_e1(27-733)	GT66	814	A0A7R9ATB1	77.1	1.087e-274	0.7493	0.8417	0.8351	high_confidence_cazyme
jgi-Pucstr1-22020-evm.model.scaffold_50.59	Pucstr1	Pucciniomycotina	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	89	-	0.0		0.0	0.5018	0.3754	high_confidence_non_cazyme
jgi-Pucstr1-5097-evm.model.scaffold_14.5	Pucstr1	Pucciniomycotina	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	320	A0A6V7P8F5	63.6	1.122e-07	0.0496	0.6564	0.4389	high_confidence_non_cazyme
jgi-Chyhya1-412526-CE412525_15029	Chyhya1	Chytridiomycetes	gray_zone	2B_gray_low	0.317	1	-	-	-	CBM43	1202	A0A4D6L7Y4	37.2	1.2049999999999999e-139	0.4134	0.5125	0.5848	gray_zone_ambiguous_structure
jgi-Chyhya1-159445-CE159444_5037	Chyhya1	Chytridiomycetes	gray_zone	2B_gray_low	0.364	1	-	-	-	GH20	1494	-	0.0		0.0	0.4316	0.3579	gray_zone_structure_supports_non_cazyme
jgi-Chyhya1-710331-estExt_Genemark1.C_420021	Chyhya1	Chytridiomycetes	gray_zone	2B_gray_low	0.484	1	-	-	-	GT69	1071	QWU90274.1	50.5	7.613e-167	0.4839	0.8232	0.6978	gray_zone_structure_supports_cazyme
jgi-Chyhya1-612289-fgenesh1_kg.41_#_269_#_TRINITY_DN5691_c0_g1_i1	Chyhya1	Chytridiomycetes	gray_zone	2A_gray_high	1.0	1	-	-	-	CBM50	307	A0A6I6WTA5	87.2	2.6e-15	0.0696	0.6934	0.4582	gray_zone_structure_supports_non_cazyme
jgi-Chyhya1-563645-estExt_Genewise1Plus.C_230091	Chyhya1	Chytridiomycetes	gray_zone	2B_gray_low	0.408	1	-	-	-	GH85	694	A0A8S2ARC9	63.7	9.954e-159	0.4508	0.857	0.6897	gray_zone_structure_supports_cazyme
jgi-Chyhya1-624108-fgenesh1_kg.76_#_169_#_TRINITY_DN8539_c0_g1_i3	Chyhya1	Chytridiomycetes	gray_zone	2B_gray_low	0.348	1	-	-	-	GT2	1551	WAR05203.1	63.1	4.754e-210	0.5944	0.802	0.7477	gray_zone_structure_supports_cazyme
jgi-Chyhya1-633186-fgenesh1_kg.128_#_74_#_TRINITY_DN8281_c0_g1_i1	Chyhya1	Chytridiomycetes	gray_zone	2A_gray_high	0.787	1	-	-	-	CBM13	313	WBW74791.1	31.0	9.241e-15	0.0688	0.7704	0.477	gray_zone_structure_supports_non_cazyme
jgi-Chyhya1-146327-CE146326_2515	Chyhya1	Chytridiomycetes	high_confidence_cazyme	1A_all_tools_agree	1.0	3	GH71_e14	GH71(214-603)	GH71_e14(215-603)	CBM25+GH71	630	A0A7C8L3N6	56.0	2.213e-121	0.3534	0.8196	0.6316	high_confidence_cazyme
jgi-Chyhya1-523212-gw1.81.62.1	Chyhya1	Chytridiomycetes	high_confidence_cazyme	1A_all_tools_agree	1.0	3	GH152_e13	GH152(7-233)	GH152_e13(8-233)	GH152	233	A0A2R6X6N0	52.6	6.51e-57	0.1741	0.7792	0.5318	high_confidence_cazyme
jgi-Chyhya1-665793-gm1.7117_g	Chyhya1	Chytridiomycetes	high_confidence_cazyme	1A_all_tools_agree	1.0	3	GT90_e20	GT90(180-437)	GT90_e20(176-437)	GT0	444	A0A7R7XLK0	59.5	7.917e-60	0.1897	0.8176	0.5493	high_confidence_cazyme
jgi-Chyhya1-160864-CE160863_16042	Chyhya1	Chytridiomycetes	high_confidence_cazyme	1A_all_tools_agree	0.9166666666666666	3	AA2_e1|AA2_e1	AA2(67-179)+AA2(435-674)	AA2_e1(69-166)+AA2_e1(444-675)	AA0	725	WIA39915.1	58.8	3.4680000000000004e-168	0.4761	0.8385	0.6976	high_confidence_cazyme
jgi-Chyhya1-625604-fgenesh1_kg.82_#_105_#_TRINITY_DN5735_c0_g1_i5	Chyhya1	Chytridiomycetes	high_confidence_cazyme	1A_all_tools_agree	1.0	3	GT22_e28	GT22(17-449)	GT22_e28(19-449)	GT22	587	Q92521	64.6	3.7640000000000003e-168	0.47	0.8768	0.7042	high_confidence_cazyme
jgi-Chyhya1-608364-fgenesh1_kg.32_#_231_#_TRINITY_DN13390_c0_g1_i1	Chyhya1	Chytridiomycetes	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	71	-	0.0		0.0	0.5147	0.3787	high_confidence_non_cazyme
jgi-Trias2479-2550-A1Q1_02620T0	Trias2479	Tremellomycetes	gray_zone	2B_gray_low	0.482	1	-	-	-	CE8	528	F0R559	34.4	7.815e-13	0.0653	0.7199	0.4626	gray_zone_structure_supports_non_cazyme
jgi-Trias2479-7705-A1Q1_08054T0	Trias2479	Tremellomycetes	gray_zone	2A_gray_high	0.574	1	-	-	-	GT34	1475	K8E1P7	41.0	1.062e-57	0.1941	0.5647	0.4882	gray_zone_structure_supports_non_cazyme
jgi-Trias2479-4196-A1Q1_04287T0	Trias2479	Tremellomycetes	high_confidence_cazyme	1A_all_tools_agree	1.0	3	GT21_e21	GT21(1-197)+GT21(213-309)	GT21_e21(1-310)	GT21	428	J9W453	52.4	9.248999999999999e-89	0.2628	0.8737	0.5998	high_confidence_cazyme
jgi-Trias2479-4491-A1Q1_04466T0	Trias2479	Tremellomycetes	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	188	V2RLI0	63.4	0.0003896	0.0383	0.7697	0.4616	high_confidence_non_cazyme
jgi-NeoWI3_1-594588-estExt_Genewise1Plus.C_510035	NeoWI3_1	Neocallimastigomycetes	gray_zone	2B_gray_low	0.389	1	-	-	-	CBM18	638	J7RG51	56.2	7.133e-11	0.0601	0.7688	0.4722	gray_zone_structure_supports_non_cazyme
jgi-NeoWI3_1-841066-MIX24175_19_35	NeoWI3_1	Neocallimastigomycetes	gray_zone	2A_gray_high	0.517	1	-	-	-	PL3_2	718	A5AY60	39.5	4.347e-32	0.1201	0.6923	0.4831	gray_zone_structure_supports_non_cazyme
jgi-NeoWI3_1-816629-estExt_fgenesh1_pg.C_1170004	NeoWI3_1	Neocallimastigomycetes	gray_zone	2A_gray_high	0.606	1	-	-	-	CBM18	502	A7YHB2	54.8	6.745e-33	0.1201	0.6905	0.4827	gray_zone_structure_supports_non_cazyme
jgi-NeoWI3_1-761451-estExt_Genemark4.C_30_t10284	NeoWI3_1	Neocallimastigomycetes	gray_zone	2B_gray_low	0.4679999999999999	1	-	-	-	GT1	614	WEJ95752.1	59.0	1.0540000000000001e-178	0.4978	0.7188	0.6786	gray_zone_structure_supports_cazyme
jgi-NeoWI3_1-625347-fgenesh1_pg.57_#_170	NeoWI3_1	Neocallimastigomycetes	gray_zone	2A_gray_high	0.516	1	-	-	-	CBM18	800	A0A7H4GSA0	39.8	5.036e-44	0.154	0.6684	0.4941	gray_zone_structure_supports_non_cazyme
jgi-NeoWI3_1-751165-estExt_Genemark4.C_2_t20270	NeoWI3_1	Neocallimastigomycetes	gray_zone	2B_gray_low	0.4039999999999999	1	-	-	-	GH146	442	A0A8S2AJS5	67.1	1.3480000000000001e-155	0.4317	0.5711	0.6086	gray_zone_structure_supports_cazyme
jgi-NeoWI3_1-775684-fgenesh1_pm.16_#_149	NeoWI3_1	Neocallimastigomycetes	gray_zone	2B_gray_low	0.494	1	-	-	-	GH76	799	A0A7H8R1M2	68.7	3.952e-283	0.7694	0.874	0.8532	gray_zone_structure_supports_cazyme
jgi-NeoWI3_1-805828-estExt_fgenesh1_pg.C_17_t10079	NeoWI3_1	Neocallimastigomycetes	gray_zone	2B_gray_low	0.392	1	-	-	-	GT50	786	ULT88936.1	50.1	1.839e-82	0.2576	0.807	0.5806	gray_zone_ambiguous_structure
jgi-NeoWI3_1-271278-CE271277_432	NeoWI3_1	Neocallimastigomycetes	gray_zone	2B_gray_low	0.337	1	-	-	-	GH20	1433	-	0.0		0.0	0.4082	0.3521	gray_zone_structure_supports_non_cazyme
jgi-NeoWI3_1-73554-CE73553_501	NeoWI3_1	Neocallimastigomycetes	high_confidence_cazyme	1A_all_tools_agree	0.9914529914529916	3	CBM32_e161	CBM32(30-157)	CBM32_e161(30-158)	CBM32	641	UQZ83531.1	63.1	2.279e-39	0.1401	0.574	0.4636	high_confidence_cazyme
jgi-NeoWI3_1-845903-MIX29012_79_32	NeoWI3_1	Neocallimastigomycetes	high_confidence_cazyme	1A_all_tools_agree	0.9865319865319864	3	GH43_16|CBM6_e6|CBM13_e165	GH43_16(43-345)	GH43_e261(44-345)+CBM6_e6(371-478)+CBM13_e165(557-694)	CBM13+CBM6+GH43_16	802	A0A5P6VR32	59.0	4.001e-236	0.651	0.7773	0.7698	high_confidence_cazyme
jgi-NeoWI3_1-931880-fgenesh2_kg.43___418___TRINITY_DN13144_c0_g1_i1	NeoWI3_1	Neocallimastigomycetes	high_confidence_cazyme	1A_all_tools_agree	0.995	3	GH13_25|GH13_25|GH133_e0	GH13_25(159-311)+GH13_25(493-703)+GH133(1181-1659)	GH13_e153(158-292)+GH133_e0(1182-1659)	GH13_25+GH133	1677	A0A6F9A216	52.4	2.4810000000000003e-163	0.4743	0.8092	0.6895	high_confidence_cazyme
jgi-NeoWI3_1-789247-estExt_fgenesh1_pm.C_110033	NeoWI3_1	Neocallimastigomycetes	high_confidence_cazyme	1A_all_tools_agree	1.0	3	GH43_4	GH43_4(204-547)	GH43_e230(206-548)	CBM1+GH43_4	663	A0A173ZG69	62.0	2.267e-168	0.4735	0.7551	0.6755	high_confidence_cazyme
jgi-NeoWI3_1-811143-estExt_fgenesh1_pg.C_390041	NeoWI3_1	Neocallimastigomycetes	high_confidence_cazyme	1B_two_tools_agree	0.958	2	CBM48_e62	-	CBM48_e62(19-71)	CBM48	335	A0A061AYD8	76.3	7.341e-35	0.1218	0.715	0.4897	high_confidence_cazyme
jgi-NeoWI3_1-801307-estExt_fgenesh1_pg.C_6_t10132	NeoWI3_1	Neocallimastigomycetes	high_confidence_cazyme	1A_all_tools_agree	0.9945652173913044	3	PL1_2	PL1_2(110-289)	PL1_e60(111-291)	PL1	528	D4LD22	60.3	1.094e-130	0.3725	0.8124	0.6394	high_confidence_cazyme
jgi-NeoWI3_1-808002-estExt_fgenesh1_pg.C_240221	NeoWI3_1	Neocallimastigomycetes	high_confidence_cazyme	1A_all_tools_agree	0.9765625	3	CE4_e46	CE4(99-227)	CE4_e46(103-226)	CE4	305	A0A0S1MIX4	68.8	2.728e-75	0.2237	0.766	0.5533	high_confidence_cazyme
jgi-NeoWI3_1-598859-estExt_Genewise1Plus.C_670128	NeoWI3_1	Neocallimastigomycetes	high_confidence_cazyme	1A_all_tools_agree	0.9976359338061466	3	GH9_e27	GH9(26-459)	GH9_e27(27-459)	GH9	804	Q8NJX5	66.8	2.491e-192	0.5405	0.8017	0.7206	high_confidence_cazyme
jgi-NeoWI3_1-753726-estExt_Genemark4.C_7_t20464	NeoWI3_1	Neocallimastigomycetes	high_confidence_cazyme	1A_all_tools_agree	0.9945652173913044	3	GH11_e2|GH11_e2|GH11_e2|GH11_e2|GH11_e2|CE4_e46	GH11(48-231)+GH11(315-497)+GH11(586-768)+GH11(854-1036)+GH11(1116-1298)+CE4(1354-1483)	GH11_e2(48-230)+GH11_e2(314-496)+GH11_e2(585-767)+GH11_e2(853-1035)+GH11_e2(1115-1297)+CE4_e46(1359-1482)	CE4+GH11	1562	B8YG19	74.2	8.725e-85	0.2689	0.5207	0.5146	high_confidence_cazyme
jgi-NeoWI3_1-816502-estExt_fgenesh1_pg.C_1060020	NeoWI3_1	Neocallimastigomycetes	high_confidence_cazyme	1A_all_tools_agree	0.959409594095941	3	CE8_e0	CE8(31-283)	CE8_e0(35-289)	CBM1+CE8	404	A0A1P8ARX5	62.6	1.764e-85	0.2533	0.7468	0.5633	high_confidence_cazyme
jgi-NeoWI3_1-750711-estExt_Genemark4.C_1_t30327	NeoWI3_1	Neocallimastigomycetes	high_confidence_cazyme	1A_all_tools_agree	1.0	3	CBM48_e32|GH13_8	GH13_8(232-554)	CBM48_e32(87-173)+GH13_e20(259-552)	CBM48+GH13_8	709	A0A6H0Y7B1	82.9	0.0	0.9556	0.8099	0.9303	high_confidence_cazyme
jgi-NeoWI3_1-753305-estExt_Genemark4.C_7_t10062	NeoWI3_1	Neocallimastigomycetes	high_confidence_cazyme	1A_all_tools_agree	1.0	3	GH39_e81|CBM13_e331	CBM13(374-535)	GH39_e81(53-185)+CBM13_e331(376-530)	CBM13+GH39	598	A0A218MY48	57.4	8.53e-136	0.389	0.8293	0.6519	high_confidence_cazyme
jgi-NeoWI3_1-809788-estExt_fgenesh1_pg.C_320059	NeoWI3_1	Neocallimastigomycetes	high_confidence_cazyme	1A_all_tools_agree	0.9971590909090908	3	GT58_e0	GT58(28-380)	GT58_e0(30-380)	GT58	415	A0A3M6VCE4	79.8	9.016e-151	0.4186	0.7597	0.6492	high_confidence_cazyme
jgi-NeoWI3_1-790024-estExt_fgenesh1_pm.C_130206	NeoWI3_1	Neocallimastigomycetes	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	824	A0A9Q8T6J9	35.3	3.575e-24	0.0983	0.706	0.4757	high_confidence_non_cazyme
jgi-NeoWI3_1-610300-fgenesh1_pg.9_#_216	NeoWI3_1	Neocallimastigomycetes	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	123	Q5U124	62.5	0.0003248	0.0366	0.5429	0.404	high_confidence_non_cazyme
jgi-NeoWI3_1-600328-estExt_Genewise1Plus.C_740002	NeoWI3_1	Neocallimastigomycetes	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	578	A0A7U2F578	40.0	1.648e-16	0.0757	0.5168	0.4171	high_confidence_non_cazyme
jgi-NeoWI3_1-157584-CE157583_236	NeoWI3_1	Neocallimastigomycetes	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	314	A0A9Q9RZY5	47.2	5.621000000000001e-35	0.121	0.7595	0.5004	high_confidence_non_cazyme
jgi-NeoWI3_1-924035-fgenesh2_kg.30___388___TRINITY_DN12882_c0_g2_i1	NeoWI3_1	Neocallimastigomycetes	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	211	Q659W7	72.7	2.989e-19	0.0775	0.639	0.4485	high_confidence_non_cazyme
jgi-NeoWI3_1-733020-gm4.26697_g	NeoWI3_1	Neocallimastigomycetes	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	79	-	0.0		0.0	0.4964	0.3741	high_confidence_non_cazyme
jgi-Chove1-1713355-e_gw1.141.205.1	Chove1	Pezizomycetes	gray_zone	2A_gray_high	0.7290000000000001	1	-	-	-	PL7_4	225	A0A7R8X6N6	71.4	3.2770000000000004e-69	0.2045	0.7852	0.5486	gray_zone_ambiguous_structure
jgi-Chove1-1791100-fgenesh1_pg.56_#_20	Chove1	Pezizomycetes	high_confidence_cazyme	1A_all_tools_agree	1.0	3	AA11_e8	AA11(46-211)	AA11_e8(21-211)	AA11	340	Q1K8R8	72.8	2.145e-89	0.2602	0.6879	0.5521	high_confidence_cazyme
jgi-Chove1-1634706-gw1.596.4.1	Chove1	Pezizomycetes	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	197	UJR32253.1	50.2	5.437e-33	0.1123	0.7927	0.5043	high_confidence_non_cazyme
jgi-Clarep1_1-772145-gm1.6783_g	Clarep1_1	Chytridiomycetes	gray_zone	2B_gray_low	0.313	1	-	-	-	GT22	897	A0A899G1X6	59.8	2.2300000000000003e-192	0.544	0.7845	0.7181	gray_zone_structure_supports_cazyme
jgi-Clarep1_1-734071-fgenesh1_pg.2_#_150	Clarep1_1	Chytridiomycetes	gray_zone	2A_gray_high	0.511	1	-	-	-	GH0	891	A0A9Q9RTN2	69.4	9.71e-152	0.4404	0.8313	0.678	gray_zone_structure_supports_cazyme
jgi-Clarep1_1-683416-e_gw1.77.54.1	Clarep1_1	Chytridiomycetes	gray_zone	2B_gray_low	0.374	1	-	-	-	GT76	617	A0A7R8X444	63.1	1.3689999999999998e-81	0.2507	0.8265	0.5819	gray_zone_ambiguous_structure
jgi-Clarep1_1-704250-estExt_Genewise1Plus.C_40270	Clarep1_1	Chytridiomycetes	gray_zone	2A_gray_high	0.573	1	-	-	-	GT59	531	A0A9E8Z9Q2	45.4	8.977e-15	0.0705	0.7735	0.4786	gray_zone_structure_supports_non_cazyme
jgi-Clarep1_1-821775-fgenesh1_kg.57_#_241_#_TRINITY_DN838_c0_g1_i3	Clarep1_1	Chytridiomycetes	gray_zone	2B_gray_low	0.475	1	-	-	-	GT0	750	-	0.0		0.0	0.4385	0.3596	gray_zone_structure_supports_non_cazyme
jgi-Clarep1_1-804362-fgenesh1_kg.24_#_448_#_TRINITY_DN1906_c1_g1_i1	Clarep1_1	Chytridiomycetes	gray_zone	2A_gray_high	0.586	1	-	-	-	GT8	476	A0A160T059	62.5	2.199e-129	0.3673	0.8264	0.6402	gray_zone_structure_supports_cazyme
jgi-Clarep1_1-895189-MIX19745_1_4	Clarep1_1	Chytridiomycetes	gray_zone	2B_gray_low	0.392	1	-	-	-	GH36	1224	WIA18545.1	49.0	4.234e-237	0.6632	0.8326	0.7897	gray_zone_structure_supports_cazyme
jgi-Clarep1_1-798680-fgenesh1_kg.16_#_760_#_TRINITY_DN313_c1_g1_i1	Clarep1_1	Chytridiomycetes	gray_zone	2A_gray_high	0.523	1	-	-	-	GH71	561	A0A8S2ABK9	59.8	2.86e-133	0.3803	0.8511	0.6529	gray_zone_structure_supports_cazyme
jgi-Clarep1_1-761268-estExt_Genewise1.C_720053	Clarep1_1	Chytridiomycetes	gray_zone	2B_gray_low	0.336	1	-	-	-	GT22	919	A0A899G1X6	66.4	6.972e-215	0.6023	0.8631	0.7669	gray_zone_structure_supports_cazyme
jgi-Clarep1_1-209756-CE209755_11416	Clarep1_1	Chytridiomycetes	gray_zone	2B_gray_low	0.47	1	-	-	-	GH152	795	A0A8S2B1C7	69.3	5.96e-265	0.7232	0.8331	0.8199	gray_zone_structure_supports_cazyme
jgi-Clarep1_1-323032-CE323031_30258	Clarep1_1	Chytridiomycetes	gray_zone	2A_gray_high	0.5660000000000001	1	-	-	-	GT22	433	G0WE70	67.5	1.1450000000000001e-142	0.3986	0.8369	0.6585	gray_zone_structure_supports_cazyme
jgi-Clarep1_1-753636-estExt_Genewise1.C_140073	Clarep1_1	Chytridiomycetes	gray_zone	2B_gray_low	0.305	1	-	-	-	CBM18	4537	A0A7R8VE01	54.6	4.2349999999999996e-88	0.2776	0.739	0.5736	gray_zone_ambiguous_structure
jgi-Clarep1_1-835828-fgenesh1_kg.96_#_106_#_TRINITY_DN1224_c0_g1_i2	Clarep1_1	Chytridiomycetes	high_confidence_cazyme	1A_all_tools_agree	1.0	3	GT57_e1	GT57(23-517)	GT57_e1(24-518)	GT57	527	G4TH15	70.9	1.958e-161	0.4508	0.8187	0.6801	high_confidence_cazyme
jgi-Clarep1_1-734006-fgenesh1_pg.2_#_85	Clarep1_1	Chytridiomycetes	high_confidence_cazyme	1A_all_tools_agree	1.0	3	CE4_e46	CE4(218-344)	CE4_e46(221-337)	CBM18+CE4	1842	-	0.0		0.0	0.434	0.3585	high_confidence_cazyme
jgi-Clarep1_1-735735-fgenesh1_pg.10_#_21	Clarep1_1	Chytridiomycetes	high_confidence_cazyme	1A_all_tools_agree	1.0	3	GT4_e544|GT2	GT2(537-668)	GT4_e544(340-488)+GT2(539-704)	GT2	2340	-	0.0		0.0	0.4124	0.3531	high_confidence_cazyme
jgi-Wicso1-47-transcript:PRT52427	Wicso1	Saccharomycotina	gray_zone	2A_gray_high	0.519	1	-	-	-	AA2	1171	QWU90274.1	63.7	7.006e-231	0.6466	0.7993	0.7732	gray_zone_structure_supports_cazyme
jgi-Wicso1-4546-transcript:PRT55466	Wicso1	Saccharomycotina	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	888	A0A4D6KMY5	33.1	6.686e-11	0.0609	0.8354	0.4893	high_confidence_non_cazyme
jgi-Pincor1_1-73661-CE73660_2255	Pincor1_1	Kickxellomycotina	gray_zone	2B_gray_low	0.332	1	-	-	-	GT15	940	B0VFU0	35.8	7.225e-11	0.0609	0.8591	0.4952	gray_zone_structure_supports_non_cazyme
jgi-Pincor1_1-279984-fgenesh1_kg.10_#_1321_#_TRINITY_DN1805_c0_g4_i1	Pincor1_1	Kickxellomycotina	gray_zone	2B_gray_low	0.492	1	-	-	-	GH18	494	A0A1Y2N9U2	43.9	6.024e-11	0.0592	0.8707	0.4973	gray_zone_structure_supports_non_cazyme
jgi-Pincor1_1-302616-gm1.5627_g	Pincor1_1	Kickxellomycotina	gray_zone	2B_gray_low	0.371	1	-	-	-	GT29	669	A0A2U9C9T3	64.4	1.124e-210	0.5814	0.8584	0.7553	gray_zone_structure_supports_cazyme
jgi-Pincor1_1-223893-estExt_Genewise1.C_150006	Pincor1_1	Kickxellomycotina	gray_zone	2A_gray_high	0.674	1	-	-	-	AA3_2	539	UJR30406.1	69.8	1.299e-150	0.4238	0.8034	0.6628	gray_zone_structure_supports_cazyme
jgi-Pincor1_1-280313-fgenesh1_kg.10_#_1650_#_TRINITY_DN38_c1_g2_i4	Pincor1_1	Kickxellomycotina	gray_zone	2B_gray_low	0.375	1	-	-	-	CE8	1399	A0A8S2ADH0	68.4	7.780999999999999e-175	0.5039	0.826	0.7085	gray_zone_structure_supports_cazyme
jgi-Pincor1_1-271078-fgenesh1_kg.6_#_957_#_TRINITY_DN1814_c0_g1_i1	Pincor1_1	Kickxellomycotina	gray_zone	2A_gray_high	0.526	1	-	-	-	GH5_12	439	A0A8S1ZZ42	73.6	1.191e-143	0.4021	0.7024	0.6267	gray_zone_structure_supports_cazyme
jgi-Pincor1_1-275537-fgenesh1_kg.8_#_543_#_TRINITY_DN482_c0_g2_i2	Pincor1_1	Kickxellomycotina	gray_zone	2B_gray_low	0.497	1	-	-	-	GH76	1002	A0A7H8R1M2	76.0	2.384e-294	0.8068	0.5582	0.793	gray_zone_structure_supports_cazyme
jgi-Pincor1_1-106531-CE106530_5166	Pincor1_1	Kickxellomycotina	gray_zone	2B_gray_low	0.33	1	-	-	-	CBM50	1065	UXX79307.1	39.2	2.346e-24	0.0992	0.6082	0.4517	gray_zone_structure_supports_non_cazyme
jgi-Pincor1_1-254776-fgenesh1_pg.20_#_115	Pincor1_1	Kickxellomycotina	gray_zone	2A_gray_high	0.693	1	-	-	-	GH5	397	WFD20538.1	78.8	2.44e-180	0.4917	0.7195	0.6757	gray_zone_structure_supports_cazyme
jgi-Pincor1_1-209722-e_gw1.21.105.1	Pincor1_1	Kickxellomycotina	gray_zone	2B_gray_low	0.429	1	-	-	-	AA3_3	728	A0A448L556	35.2	1.356e-15	0.074	0.8863	0.5086	gray_zone_structure_supports_non_cazyme
jgi-Pincor1_1-288546-fgenesh1_kg.17_#_88_#_TRINITY_DN1619_c0_g3_i1	Pincor1_1	Kickxellomycotina	gray_zone	2A_gray_high	0.765	1	-	-	-	GH5	398	WFD20538.1	79.5	3.064e-185	0.5048	0.7316	0.6853	gray_zone_structure_supports_cazyme
jgi-Pincor1_1-265684-fgenesh1_kg.4_#_891_#_TRINITY_DN388_c0_g1_i1	Pincor1_1	Kickxellomycotina	high_confidence_cazyme	1A_all_tools_agree	1.0	3	GH20_e97	GH20(153-493)	GH20_e97(155-494)	GH20	544	A0A7R9FSA5	59.9	6.505e-160	0.4473	0.888	0.6957	high_confidence_cazyme
jgi-Pincor1_1-284173-fgenesh1_kg.13_#_15_#_TRINITY_DN11322_c0_g1_i1	Pincor1_1	Kickxellomycotina	high_confidence_cazyme	1A_all_tools_agree	1.0	3	GH132_e1	GH132(36-280)	GH132_e1(23-259)	GH132	281	A0A161HKL1	63.0	4.381e-92	0.2646	0.7648	0.5735	high_confidence_cazyme
jgi-Pincor1_1-132411-CE132410_35653	Pincor1_1	Kickxellomycotina	high_confidence_cazyme	1A_all_tools_agree	1.0	3	GT20_e19	GT20(35-522)	GT20_e19(44-521)	GT20	824	A0A077WG75	72.4	1.7699999999999998e-307	0.832	0.9113	0.8938	high_confidence_cazyme
jgi-Pincor1_1-255708-fgenesh1_kg.1_#_74_#_TRINITY_DN1410_c0_g1_i1	Pincor1_1	Kickxellomycotina	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	648	A0A494VWG9	66.6	3.266e-08	0.0522	0.7349	0.4598	high_confidence_non_cazyme
jgi-Gymlu1-253663-gm1.18873_g	Gymlu1	Agaricomycetes	gray_zone	2B_gray_low	0.489	1	-	-	-	PL4_1	641	B3FJD7	38.5	4.614e-09	0.0548	0.8237	0.4833	gray_zone_structure_supports_non_cazyme
jgi-Venpo1-218138-CE218137_11363	Venpo1	Dothideomycetes	gray_zone	2B_gray_low	0.344	1	-	-	-	GT2	2446	A0A023PPQ8	62.0	9.908e-223	0.6266	0.8172	0.7676	gray_zone_structure_supports_cazyme
jgi-Umbpus1-104555-LPUS_11349T0	Umbpus1	Lecanoromycetes	gray_zone	2B_gray_low	0.412	1	-	-	-	GH89	525	A0A6M7ZRF1	75.8	6.923000000000001e-128	0.3655	0.7594	0.6226	gray_zone_structure_supports_cazyme
jgi-Umbpus1-107340-LPUS_05558T0	Umbpus1	Lecanoromycetes	gray_zone	2A_gray_high	0.622	1	-	-	-	GH1	755	WIA17507.1	59.7	2.421e-25	0.1018	0.7856	0.4973	gray_zone_structure_supports_non_cazyme
jgi-Umbpus1-99349-LPUS_05917T0	Umbpus1	Lecanoromycetes	gray_zone	2B_gray_low	0.4479999999999999	1	-	-	-	CE8	625	A0A8S2ANN5	68.1	4.337e-213	0.5849	0.8693	0.7598	gray_zone_structure_supports_cazyme
jgi-Umbpus1-104048-LPUS_10745T0	Umbpus1	Lecanoromycetes	gray_zone	2A_gray_high	0.667	1	-	-	-	AA3_2	410	WIF99182.1	46.4	1.948e-17	0.0775	0.8734	0.5071	gray_zone_structure_supports_non_cazyme
