protein_id	tier	family	foldseek_3di_best_hit	foldseek_3di_pident	foldseek_3di_evalue	foldseek_3di_bits_norm	saprot_cosine_to_cazyme_centroid	structure_evidence_score
jgi-Ilysp1-1583055-fgenesh1_kg.3_#_1674_#_Locus12337v1rpkm1.78	high_confidence_non_cazyme	-	A0A090BUN9	59.3	8.666e-47	0.1492	0.9049	0.5508
jgi-Suisub1-1268319-e_gw1.10.201.1	high_confidence_non_cazyme	-	QWU87570.1	36.9	3.592e-25	0.0995	0.9038	0.5257
jgi-Ruscom1-799047-fgenesh1_pg.193_#_13	high_confidence_non_cazyme	-	-	0.0	nan	0.0000	0.6297	0.4074
jgi-Armnov1-1479331-fgenesh1_kg.12_#_194_#_TRINITY_DN10121_c4_g10_i1	high_confidence_non_cazyme	-	-	0.0	nan	0.0000	0.4015	0.3504
jgi-Fimjon1-597966-MIX5440_1_14	high_confidence_non_cazyme	-	A0A0C5VJW9	78.5	1.283e-05	0.0436	0.5474	0.4087
jgi-Nidsp1-185393-fgenesh1_pm.10_#_68	high_confidence_non_cazyme	-	-	0.0	nan	0.0000	0.3783	0.3446
jgi-Asppsev1-209976-CE209975_491	high_confidence_non_cazyme	-	-	0.0	nan	0.0000	0.7015	0.4254
jgi-Fibsp1-1040401-estExt_Genemark1.C_320016	high_confidence_non_cazyme	-	-	0.0	nan	0.0000	0.4111	0.3528
jgi-Aspvad1-409909-fgenesh1_pg.1_#_475	high_confidence_non_cazyme	-	-	0.0	nan	0.0000	0.5272	0.3818
jgi-Gaumor1_1-2901552-fgenesh1_kg.79_#_224_#_Locus3367v1rpkm61.62	high_confidence_non_cazyme	-	A0A4P7NV00	42.1	5.547e-10	0.0558	0.8824	0.4985
jgi-Hypros1-323-FUN_000333-T1	high_confidence_non_cazyme	-	A0A4Y7MVQ7	62.2	5.919e-105	0.3037	0.7963	0.6009
jgi-Chicu1-805499-fgenesh1_kg.6_#_327_#_TRINITY_DN1258_c1_g1_i5	high_confidence_non_cazyme	-	A0A813TX02	41.9	7.42e-07	0.0480	0.8271	0.4808
jgi-Suibru1_1-145660-e_gw1.663.27.1	high_confidence_non_cazyme	-	-	0.0	nan	0.0000	0.4737	0.3684
jgi-Dipuni1-501656-fgenesh1_kg.8_#_63_#_TRINITY_DN1198_c1_g1_i2	high_confidence_non_cazyme	-	-	0.0	nan	0.0000	0.7406	0.4351
jgi-RusKIS4_1_1-1616131-fgenesh1_kg.174_#_276_#_TRINITY_DN5344_c0_g1_i11	high_confidence_non_cazyme	-	A0A4U8W7K9	42.2	1.012e-09	0.0532	0.6945	0.4502
jgi-Suitom1-670145-fgenesh1_pg.10_#_88	high_confidence_non_cazyme	-	-	0.0	nan	0.0000	0.4534	0.3633
jgi-Sidvul1-2267225-estExt_fgenesh1_pg.C_130018	high_confidence_non_cazyme	-	A0A4Q4IXL3	42.5	2.046e-06	0.0445	0.5672	0.4141
jgi-XyFL1777_1-46409-CE46408_22583	high_confidence_non_cazyme	-	A0A9Q8SJT0	47.0	1.101e-72	0.2347	0.8109	0.5701
jgi-Color1-6402-CORC01_14143T0	high_confidence_non_cazyme	-	UTR12015.1	49.0	1.175e-11	0.0628	0.6779	0.4509
jgi-Delst1-348349-fgenesh1_kg.4_#_305_#_TRINITY_DN196_c0_g2_i1	gray_zone	-	A0A510IYX7	50.8	1.711e-13	0.0681	0.7736	0.4774
jgi-Panpap1-1517530-fgenesh1_kg.38_#_235_#_TRINITY_DN5296_c2_g1_i1	gray_zone	-	G1XRH4	68.7	5.843e-57	0.1702	0.7599	0.5251
jgi-NeoP8C63_1-684766-MIX18912_18443_38	gray_zone	-	A0A7R9G9Z6	77.3	1.704e-135	0.3778	0.8094	0.6413
jgi-FopisF79_1-676966-MIX19487_15_63	gray_zone	-	A0A6M7YE70	58.8	9.845e-122	0.3517	0.8788	0.6455
jgi-Hygaur1-1151574-fgenesh1_kg.103_#_28_#_Locus6652v1rpkm29.07	high_confidence_non_cazyme	-	A0A7R8CT40	36.1	1.224e-31	0.1195	0.7814	0.5051
jgi-Mycvit1-1032087-estExt_Genewise1Plus.C_3_t10084	gray_zone	-	QGI70183.1	50.5	8.819e-71	0.2286	0.8065	0.5659
jgi-Rhivi1-732103-estExt_Genewise1Plus.C_210056	gray_zone	-	A0A9Q9DSF7	63.7	2.503e-101	0.2897	0.8402	0.6049
jgi-Hypsub2-580782-fgenesh1_pm.4_#_270	gray_zone	-	A0A7H8QT70	68.5	2.994e-89	0.2679	0.8169	0.5882
jgi-Triei1-382303-MIX5371_5_49	high_confidence_cazyme	GH16_18	G9NZK6	64.6	4.847e-95	0.2775	0.7513	0.5766
jgi-Necsp1-440971-fgenesh1_kg.10_#_132_#_Locus4368v1rpkm19.85	high_confidence_cazyme	AA7_e0	E3QRX1	53.4	9.764e-100	0.2949	0.8680	0.6145
jgi-Metgui1-6359-rna-gnl-WGS:AZNH-MGU_mRNA07359_MGU_07359	gray_zone	-	A0A2U2MXM4	50.5	0.0002653	0.0410	0.8074	0.4723
jgi-Aspeuc1-455295-MIX12824_8_17	gray_zone	-	B1ZM68	39.3	5.834e-19	0.0838	0.5964	0.4410
jgi-Acrvag1-998383-estExt_Genewise1Plus.C_710146	high_confidence_cazyme	GH2_e29	U4Q148	70.3	7.953e-257	0.6972	0.9074	0.8255
jgi-Suivis2-1753126-MIX4987_880_31	gray_zone	-	A0A2P7YZD8	53.9	1.35e-126	0.3805	0.8458	0.6517
jgi-Sisbri1-571299-estExt_Genewise1.C_7_t20078	gray_zone	-	A0A2G5UV03	58.2	2.015e-96	0.2862	0.8636	0.6090
jgi-Psever1-2331-transcript:OBT99486	gray_zone	-	A0A810L9H4	66.4	4.298e-45	0.1562	0.7376	0.5125
jgi-Mycflo1-818687-estExt_Genewise1.C_4_t10107	high_confidence_cazyme	GT90_e6	A0A7R7XLK0	47.8	1.921e-92	0.2784	0.8399	0.5991
jgi-Dacma1-758546-fgenesh1_pg.6_#_931	gray_zone	-	A0A9Q8Z3Q8	47.5	8.687e-66	0.2068	0.8560	0.5674
jgi-Croqu1-662343-fgenesh1_kg.136_#_34_#_Locus2899v1rpkm35.44	high_confidence_cazyme	GT22_e9	A0A180G7N9	73.2	3.808e-153	0.4293	0.8164	0.6687
jgi-Achma1-19021-e_gw1.430.5.1	gray_zone	-	A0A7W8AL38	65.6	6.195e-173	0.4825	0.9027	0.7170
jgi-Pyrly1-458351-fgenesh1_kg.11_#_65_#_TRINITY_DN3414_c0_g1_i1	gray_zone	-	G9Y4A4	39.5	0.0002007	0.0401	0.7975	0.4695
jgi-Epi6094_1-1240259-fgenesh1_kg.21_#_531_#_TRINITY_DN1133_c0_g1_i1	gray_zone	-	D2AUV0	42.4	5.842e-23	0.0951	0.8151	0.5013
jgi-Aspuni1_1-63971-gm1.8539_g	gray_zone	-	A0A806KMX5	55.7	3.265e-08	0.0532	0.8872	0.4984
jgi-Paxru2-822141-Paxru1.fgenesh1_kg.23_#_12_#_Locus2319v1rpkm74.55	high_confidence_non_cazyme	-	A0A8H8NXE2	50.2	1.945e-42	0.1492	0.8106	0.5272
jgi-ThyNC0857_1-328468-fgenesh1_kg.3_#_739_#_TRINITY_DN3589_c0_g1_i1	gray_zone	-	F0W336	76.9	1.762e-155	0.4311	0.8171	0.6698
jgi-Conioc1-1168917-fgenesh1_pm.4_#_481	high_confidence_cazyme	GH43_13|CBM91_e16	A0A9Q8T3X5	58.3	4.256e-174	0.4852	0.8024	0.6932
jgi-Irplac1183_1-870979-CE870978_2867	high_confidence_non_cazyme	-	A0A6H1A2D2	34.9	7.939e-11	0.0602	0.4931	0.4034
jgi-Talst1_2-9508-TSTA_036600	gray_zone	-	A0A6M7YE70	58.9	5.861e-102	0.3002	0.8853	0.6214
jgi-Mychet1-297678-gm1.2194_g	gray_zone	-	A0A4D6KIU9	76.8	7.02e-83	0.2382	0.6381	0.5286
jgi-Xyldig919_1-284099-CE284098_3851	gray_zone	-	QWU87570.1	54.9	2.043e-35	0.1274	0.8904	0.5363
jgi-Myclep1-2208465-estExt_Genewise1.C_11150010	high_confidence_cazyme	CE2_e3	BCY06709.1	55.6	6.569e-81	0.2408	0.8464	0.5820
jgi-Monpu1-486507-fgenesh1_pg.3_#_55	gray_zone	-	A0A7H8QMU0	70.9	3.846e-118	0.3438	0.8025	0.6225
jgi-Nakbac1-5044-BN123_NABA0s09e01430g.tr	high_confidence_non_cazyme	-	-	0.0	nan	0.0000	0.7637	0.4409
jgi-Biscog1-564012-fgenesh1_kg.40_#_30_#_TRINITY_DN6631_c0_g1_i4	gray_zone	-	A0A160SXU2	59.1	9.224e-100	0.2932	0.8380	0.6061
jgi-Aspdur1-221409-fgenesh1_kg.4_#_642_#_TRINITY_DN3629_c0_g1_i1	gray_zone	-	A0A6M7ZQI8	75.3	6.63e-142	0.4040	0.7958	0.6510
jgi-Fenlin1-618144-fgenesh1_kg.25_#_204_#_TRINITY_DN6198_c0_g2_i1	gray_zone	-	A0A7R9A533	41.0	7.516e-44	0.1553	0.8187	0.5323
jgi-Schshe1-33660-CE27751_50231	gray_zone	-	A0A7H8QMI3	68.1	3.261e-206	0.5750	0.8433	0.7483
jgi-Ascra1-10531-ST47_g2067T0	gray_zone	-	A0A386HNT0	35.9	2.285e-16	0.0759	0.8453	0.4993
jgi-FvanT31_1-337440-fgenesh1_pm.25_#_23	gray_zone	-	A0A9Q8WAU1	69.6	2.172e-119	0.3455	0.7861	0.6193
jgi-Asphir1-127585-CE127584_200	gray_zone	-	A0A2H1GTP3	67.4	4.548e-270	0.7347	0.8756	0.8363
jgi-Denna1-523124-fgenesh1_kg.4_#_844_#_TRINITY_DN3351_c0_g2_i1	gray_zone	-	A0A6M7YW69	64.8	8.615e-64	0.2007	0.8003	0.5504
jgi-Colso1-479287-e_gw1.185.44.1	high_confidence_non_cazyme	-	I4D1I7	49.8	1.818e-26	0.1021	0.8393	0.5109
jgi-Aspter1-171676-fgenesh1_kg.2_#_2276_#_TRINITY_DN4713_c0_g1_i3	gray_zone	-	WAR59175.1	57.0	1.714e-19	0.0829	0.7760	0.4855
jgi-Morkaki1-900557-fgenesh1_kg.30_#_206_#_TRINITY_DN6059_c1_g2_i2	gray_zone	-	WEJ95743.1	46.1	1.227e-133	0.3935	0.7918	0.6447
jgi-Idrluna1-867310-fgenesh1_kg.19_#_962_#_TRINITY_DN9134_c0_g1_i1	high_confidence_non_cazyme	-	-	0.0	nan	0.0000	0.5946	0.3986
jgi-Triaet1-318020-fgenesh1_kg.3_#_918_#_TRINITY_DN1216_c0_g1_i3	high_confidence_non_cazyme	-	E0RW58	31.5	3.095e-06	0.0436	0.7541	0.4603
jgi-HyNC1633_2-630868-fgenesh1_pm.18_#_23	gray_zone	-	A0A2P8QZQ1	48.0	0.0009211	0.0375	0.7575	0.4581
jgi-Amyrou1-649462-fgenesh1_kg.40_#_62_#_TRINITY_DN7845_c0_g1_i9	gray_zone	-	A0A5N5V217	49.1	1.052e-07	0.0515	0.5585	0.4154
jgi-Trigha1-458822-fgenesh1_kg.45_#_27_#_TRINITY_DN2519_c0_g1_i2	high_confidence_non_cazyme	-	A0A9P9K3K3	64.7	1.367e-177	0.5113	0.8355	0.7145
jgi-Mycpol1-1227313-fgenesh1_kg.84_#_339_#_TRINITY_DN11951_c0_g1_i2	high_confidence_cazyme	AA1_1|AA1_e41	K9MEL6	62.3	2.124e-167	0.4651	0.7950	0.6813
jgi-SerlaS7_9_2-1187705-estExt_Genewise1Plus.C_7_t20193	gray_zone	-	A0A834VDS6	50.2	1.466e-31	0.1204	0.5301	0.4427
jgi-Ilyeu1-633139-fgenesh1_pm.11_#_290	high_confidence_cazyme	GH35_e11	A0A6M7Z726	59.8	6.307e-169	0.4895	0.9012	0.7201
jgi-Ser400_1-1196982-gm1.3304_g	high_confidence_cazyme	CE4_e176|CBM50_e542|CBM50_e542|CBM50_e542|CBM50_e1014	G4TAI4	65.1	2.188e-132	0.3787	0.7695	0.6317
jgi-ThoPMI491_1-755034-fgenesh1_kg.92_#_8_#_Locus3956v1rpkm21.64	gray_zone	-	A0A1S9DVV1	61.1	1.706e-66	0.2120	0.7854	0.5524
jgi-Aspcap1-101545-fgenesh1_kg.238_#_12_#_TRINITY_DN5160_c0_g1_i7	gray_zone	-	A0A8D9CM86	68.8	6.406e-176	0.4939	0.8933	0.7203
jgi-Trigil1-560899-fgenesh1_pm.31_#_62	high_confidence_cazyme	AA7_e4	W9JRL7	48.9	6.25e-97	0.2871	0.8338	0.6020
jgi-Lorma1-540740-gm1.762_g	gray_zone	-	A0A8H8SZN1	55.8	1.227e-270	0.7496	0.7655	0.8162
jgi-Suisib1-1064780-CE1064779_6176	high_confidence_non_cazyme	-	A0A8H8NLM5	65.8	2.216e-49	0.1588	0.7873	0.5262
jgi-Colme1-1525-mrna_1525	gray_zone	-	-	0.0	nan	0.0000	0.4347	0.3587
jgi-Pbif18543_1-374824-fgenesh1_kg.13_#_91_#_TRINITY_DN3192_c0_g1_i4	gray_zone	-	-	0.0	nan	0.0000	0.4783	0.3696
jgi-Asppul1-478185-fgenesh1_pm.1_#_38	gray_zone	-	A0A7H8RC90	40.4	8.702e-27	0.1056	0.7875	0.4997
jgi-Fuscon1-480204-fgenesh1_kg.5_#_2195_#_TRINITY_DN8726_c0_g1_i1	gray_zone	-	QYO64430.1	47.6	2.736e-55	0.1824	0.8837	0.5621
jgi-Fusoxcub1-2082-rna-gnl-WGS:AGND-mrna_FOIG_01273T0	gray_zone	-	A0A8S2AZU5	62.1	3.546e-219	0.6065	0.8563	0.7673
jgi-Lacsu1-351453-fgenesh1_kg.9_#_737_#_TRINITY_DN5507_c0_g1_i1	gray_zone	-	A0A8H8SYW4	62.6	6.521e-221	0.6169	0.8144	0.7621
jgi-Triple1-114014-g7295.t1	gray_zone	-	A0A455SPF7	59.3	1.314e-89	0.2609	0.8484	0.5925
jgi-Fuseq1-51001-CE51000_10404	gray_zone	-	A0A7R8W2A9	33.5	2.695e-06	0.0462	0.8966	0.4973
jgi-Aspfl2_3-2065606-e_gw1.3.516.1	gray_zone	-	A0A9Q8SLQ4	65.1	7.376e-199	0.5506	0.8648	0.7415
jgi-Dreco1-46-transcript:KYK58899	gray_zone	-	A0A7R9A3Q4	73.5	2.807e-110	0.3246	0.7366	0.5965
jgi-TriharM10_1-386351-estExt_Genewise1.C_720151	gray_zone	-	A0A7D5ZAS3	59.6	9.213e-172	0.4913	0.8052	0.6969
jgi-Aspfumig1-158897-MIX6874_7_27	gray_zone	-	A0A7R8HE42	59.0	6.103e-56	0.1789	0.7592	0.5293
jgi-Corsim1-47563-e_gw1.42.57.1	gray_zone	-	A0A7R9A3Q4	70.8	1.781e-111	0.3194	0.8057	0.6111
jgi-Asptaic1-171851-fgenesh1_kg.58_#_57_#_TRINITY_DN1537_c0_g1_i1	gray_zone	-	A0A6M7YE70	66.0	1.583e-154	0.4337	0.8842	0.6879
jgi-Aspamy1-177243-MIX111_50_59	gray_zone	-	A0A291PGJ2	33.9	8.965e-14	0.0689	0.8619	0.4999
jgi-Piscro1-750838-CE750837_4792	gray_zone	-	W0RNZ5	36.5	8.598e-07	0.0480	0.8291	0.4813
jgi-Colpa1-10900-mrna_5800	gray_zone	-	A0A8R9YT75	40.6	4.166e-63	0.2103	0.5877	0.5021
jgi-Amamu1-175306-fgenesh1_pg.2_#_299	high_confidence_non_cazyme	-	WED65248.1	48.8	2.001e-07	0.0480	0.8239	0.4800
jgi-Trito1-3835-transcript:EGD93384	gray_zone	-	A0A8S1ZRI4	56.5	5.88e-145	0.4162	0.8271	0.6649
jgi-Aspave1-168452-MIX764_4_12	gray_zone	-	A0A9Q8WAU1	69.6	5.965e-138	0.3918	0.7676	0.6378
jgi-Pfla17421_1-310277-gm4.8217_g	gray_zone	-	UPK92553.1	47.1	7.601e-25	0.1012	0.6973	0.4749
jgi-Muccir1_3-1312959-estExt_Genewise1.C_9_t20045	high_confidence_non_cazyme	-	A0A7R8GYY3	64.5	2.144e-114	0.3272	0.8630	0.6294
jgi-Pcit131864-928391-MIX6154_65_21	high_confidence_cazyme	GH78_e52	A0A7H8QUK3	63.4	5.35e-196	0.5462	0.8528	0.7363
jgi-XylFL0255-377833-fgenesh1_kg.58_#_134_#_TRINITY_DN463_c0_g1_i1	gray_zone	-	A0A8S2A9K1	40.6	2.936e-22	0.0899	0.8305	0.5026
jgi-Plecto1-578160-e_gw1.4.1319.1	gray_zone	-	A0A7H8RC90	57.5	2.919e-154	0.4520	0.7870	0.6728
jgi-Frien1-6052-B0A54_17508	gray_zone	-	-	0.0	nan	0.0000	0.4379	0.3595
jgi-Crevar1-850311-fgenesh1_kg.15_#_254_#_Locus3700v1rpkm40.77	gray_zone	-	A0A499UEJ4	41.4	5.89e-57	0.1902	0.7898	0.5426
jgi-Ustvir1-4204-UVI_02053650	gray_zone	-	A0A6M7YW69	65.1	1.126e-59	0.1876	0.7941	0.5423
jgi-AurpulNBB1-37143-e_gw1.2.1192.1	gray_zone	-	A0A9Q9DVU5	62.0	4.9e-84	0.2539	0.7872	0.5738
jgi-Aspnut1-237123-MIX2662_600_64	gray_zone	-	-	0.0	nan	0.0000	0.3941	0.3485
jgi-Aspmic1-359031-gm1.8572_g	gray_zone	-	A0A6L9JGG6	68.5	3.469e-137	0.3831	0.8167	0.6457
jgi-Fusva1-600424-MIX25105_12_62	high_confidence_cazyme	CE4_e119	A0A9E8KTR0	56.0	7.604e-57	0.1780	0.8423	0.5496
jgi-Xylcub1-480063-gm1.3939_g	gray_zone	-	A0A9Q8SQH7	66.0	2.445e-141	0.4084	0.8573	0.6685
jgi-Cercru1-2943236-gm1.11615_g	high_confidence_non_cazyme	-	WBP96210.1	81.2	5.015e-06	0.0454	0.5337	0.4061
jgi-FoxF201_1-177987-CE177986_7859	gray_zone	-	A0A834RBM3	51.9	1.529e-08	0.0541	0.5438	0.4130
jgi-Anobom1-1478547-estExt_Genewise1Plus.C_4260009	gray_zone	-	A0A1X9L6N5	40.0	1.362e-06	0.0471	0.8832	0.4944
jgi-Cerbe1-4574-transcript:PPJ60444	high_confidence_cazyme	GT20_e24	A0A9Q8UUB6	71.4	1.582e-288	0.7914	0.8941	0.8693
jgi-Humgr1-7589-Humgr2_004429-RA	gray_zone	-	A0A9Q8T8N0	60.1	1.54e-257	0.7164	0.8435	0.8191
jgi-Colorb1-142710-mrna_9230	gray_zone	-	A0A8H8T062	50.1	3.99e-114	0.3473	0.8178	0.6281
jgi-Aspni7-50199-Aspni5.fgenesh1_pm.C_scaffold_11000201	gray_zone	-	WAH41379.1	52.2	6.008e-72	0.2173	0.8971	0.5829
jgi-Schco3-2567174-estExt_Genewise1Plus.C_2_t80096	gray_zone	-	A0A9Q8WER7	61.9	2.171e-115	0.3351	0.8019	0.6180
jgi-Liptetr1-543442-fgenesh1_kg.73_#_49_#_TRINITY_DN3216_c0_g1_i2	high_confidence_non_cazyme	-	A0A7R7VT07	57.7	0.0001838	0.0401	0.7127	0.4482
jgi-FopisF105_1-326236-fgenesh1_kg.103_#_32_#_TRINITY_DN5573_c0_g1_i3	gray_zone	-	Q5AS26	67.8	2.693e-191	0.5305	0.8573	0.7296
jgi-Aspneos1-11244-e_gw1.26.11.1	gray_zone	-	QQU86556.1	37.4	2.294e-07	0.0480	0.8132	0.4773
jgi-Mordim1-656917-estExt_fgenesh1_pg.C_250050	gray_zone	-	A0A2P1BVT5	54.1	2.857e-223	0.6291	0.7303	0.7471
jgi-Pcvj18317_1-251185-fgenesh1_kg.8_#_172_#_TRINITY_DN3370_c0_g1_i1	gray_zone	-	BCZ48715.1	56.8	0.0002355	0.0419	0.6286	0.4281
jgi-Exoalc1_J33-528680-fgenesh1_kg.2_#_2230_#_TRINITY_DN1514_c0_g2_i1	gray_zone	-	A0A7H8QT70	75.3	1.067e-129	0.3735	0.8113	0.6396
jgi-XylarbFL1030-347475-MIX138_2053_27	gray_zone	-	A0A7H0Y7Q0	41.6	0.0006967	0.0401	0.7813	0.4654
jgi-Chagl1-348414-CE348413_1191	gray_zone	-	UPS43537.1	55.1	1.805e-163	0.4651	0.8454	0.6939
jgi-Gilper1-479999-e_gw1.64.58.1	high_confidence_non_cazyme	-	QPN26930.1	53.8	9.334e-39	0.1300	0.8920	0.5380
jgi-Xyltel121673_1-571671-MIX4078_37_55	high_confidence_cazyme	AA3_2	A0A1Z1CJ71	68.6	6.137e-228	0.6230	0.8562	0.7756
jgi-PuccoNC29_1-17929-PCA_NC_16317-T1	high_confidence_cazyme	GH47_e4	A0A180GMB9	62.5	2.541e-146	0.4250	0.8295	0.6698
jgi-Pilano1-32463-CE32462_726	high_confidence_non_cazyme	-	-	0.0	nan	0.0000	0.5127	0.3782
jgi-Calmar1-508881-fgenesh1_kg.211_#_67_#_TRINITY_DN1476_c0_g2_i1	gray_zone	-	F0W0H6	73.5	4.19e-124	0.3482	0.8651	0.6404
jgi-Rasby1-7562-rna-Paeby1p7_15263	gray_zone	-	A0A077R2I8	49.6	1.069e-84	0.2653	0.7949	0.5814
jgi-Copang1-35036-CE35035_9349	gray_zone	-	A0A7R8VDZ3	46.6	2.873e-19	0.0846	0.8737	0.5108
jgi-Fuscuc1-731296-fgenesh1_kg.11_#_591_#_TRINITY_DN2289_c0_g8_i1	high_confidence_non_cazyme	-	A0A7R8X5Y5	59.0	3.557e-12	0.0637	0.6018	0.4323
jgi-Suipic1-1183284-gw1.620.5.1	high_confidence_non_cazyme	-	-	0.0	nan	0.0000	0.5024	0.3756
jgi-Asppur1-213022-fgenesh1_kg.145_#_56_#_TRINITY_DN3586_c1_g1_i1	high_confidence_cazyme	GH188	K8E5S2	49.3	6.359e-64	0.1981	0.9215	0.5794
jgi-Polagg1_1-498319-fgenesh1_kg.12_#_83_#_TRINITY_DN6539_c0_g1_i3	high_confidence_cazyme	GH18_e330	A0A455T455	61.1	7.866e-51	0.1597	0.8271	0.5366
jgi-Daralp1-209677-CE209676_766	gray_zone	-	A0A9Q8SE66	53.4	2.41e-134	0.3857	0.8430	0.6536
jgi-Pennord1-3615-rna3614	gray_zone	-	WIA09999.1	60.8	1.077e-164	0.4721	0.7621	0.6766
jgi-Tubbr1_1-1088489-MIX20455_12854_41	gray_zone	-	QZK27805.1	66.1	4.076e-79	0.2443	0.7701	0.5647
jgi-Cligib1-1611042-fgenesh1_pm.19_#_1	gray_zone	-	Q7FAU0	44.5	4.194e-21	0.0890	0.7630	0.4852
jgi-Mycoli1-2709530-fgenesh1_kg.84_#_841_#_TRINITY_DN27736_c2_g3_i1	gray_zone	-	A0A0G9FCV2	32.0	6.738e-21	0.0890	0.8517	0.5074
jgi-Aciaci1-1394926-fgenesh1_kg.97_#_62_#_TRINITY_DN3624_c8_g2_i4	gray_zone	-	WDK16652.1	52.4	1.284e-58	0.1885	0.7630	0.5350
jgi-Triatro1-488283-fgenesh1_pm.5_#_313	gray_zone	-	A0A160T068	75.5	9.251e-203	0.5515	0.8342	0.7343
jgi-Suifus1-1228732-MIX24322_180_94	gray_zone	-	A0A3T1B5S2	37.3	7.214e-07	0.0497	0.8934	0.4982
jgi-Aspbot1-208065-MIX1952_257_95	gray_zone	-	A0A8H8LWB7	55.6	1.843e-181	0.5061	0.9003	0.7281
jgi-Sirint1-600029-e_gw1.9.345.1	gray_zone	-	A0A7H8QK02	69.6	7.808e-123	0.3525	0.7822	0.6218
jgi-Hydfim1-983923-fgenesh1_pm.6_#_171	gray_zone	-	A0A9P9K3K3	78.5	1.934e-228	0.6353	0.8042	0.7687
jgi-Fusacu1-467895-MIX10252_35_52	high_confidence_cazyme	CBM87_e1|CE18_e1	A0A9W8QZD2	57.0	1.87e-183	0.5148	0.8492	0.7197
jgi-Valma1-11135-transcript:KUI64411	high_confidence_cazyme	GH1_e105	Q5BF68	71.6	5.572e-204	0.5576	0.8353	0.7376
jgi-FopisF23_1-274581-fgenesh1_kg.3_#_853_#_TRINITY_DN23199_c0_g1_i1	gray_zone	-	A0A8H8P5D7	66.1	1.112e-158	0.4442	0.8421	0.6826
jgi-Aspaus1-911963-fgenesh1_kg.7_#_406_#_TRINITY_DN14526_c0_g1_i1	gray_zone	-	A0A1S9DVV1	67.6	1.31e-108	0.3176	0.7752	0.6026
jgi-PnitS609_1-678497-fgenesh1_kg.5_#_305_#_TRINITY_DN7036_c0_g1_i8	high_confidence_cazyme	GT20_e24	A0A077WPI0	75.6	1.932e-314	0.8517	0.9203	0.9059
jgi-Neole1-1159892-estExt_fgenesh1_pm.C_10348	gray_zone	-	A0A4D6KYH0	39.1	2.748e-19	0.0829	0.8577	0.5059
jgi-Macpha1-760297-MIX12406_1125_48	gray_zone	-	A0A7H8RC90	55.0	7.892e-237	0.6640	0.8910	0.8048
jgi-Xylhel2-523458-MIX3423_5674_89	gray_zone	-	A0A252CDT0	45.6	6.005e-30	0.1152	0.8710	0.5253
jgi-Aspmot1-272530-gm1.4234_g	high_confidence_cazyme	GH13_40	G8YBJ3	76.3	1.733e-263	0.7120	0.8770	0.8253
jgi-Asprobu1-132847-fgenesh1_kg.2_#_304_#_TRINITY_DN2189_c0_g2_i1	gray_zone	-	E9B5U5	52.4	5.17e-57	0.1876	0.8306	0.5515
jgi-Asppset1-151938-CE151937_921	gray_zone	-	QWU90274.1	44.0	1.135e-87	0.2757	0.9037	0.6138
jgi-Gyman1-1019059-estExt_Genemark1.C_780004	gray_zone	-	A0A8S1ZTN5	37.3	1.903e-05	0.0445	0.8194	0.4771
jgi-Agrpra2-1020700-e_gw1.1.440.1	gray_zone	-	A0A7S8D775	58.6	1.615e-91	0.2705	0.8486	0.5974
jgi-Fobas23_1-574087-MIX11090_6_18	gray_zone	-	WFD22748.1	33.0	5.775e-31	0.1161	0.8770	0.5273
jgi-LaccKIS6_1-1337644-MIX92787_9_14	gray_zone	-	A0A7H8RBC8	49.2	2.591e-66	0.2033	0.8741	0.5702
jgi-Tricre1-323640-fgenesh1_kg.4_#_781_#_TRINITY_DN8346_c0_g1_i1	gray_zone	-	A0A2V1A8H6	73.5	1.548e-142	0.3962	0.8530	0.6613
jgi-Fusoxlyc1-24401-rna-gnl-WGS:AGBH-mrna_FOWG_09732T1	high_confidence_non_cazyme	-	A0A7R9GFG9	43.7	8.399e-39	0.1396	0.8672	0.5366
jgi-CtCBS203_1-717454-MIX481_686_100	gray_zone	-	QWU87001.1	45.6	5.127e-65	0.2024	0.8564	0.5653
jgi-FoxF207_1-743305-gm1.8574_g	gray_zone	-	A0A6M7YE70	59.0	1.922e-92	0.2757	0.8356	0.5968
jgi-Clavir1-151213-CE151212_8237	gray_zone	-	A0A7R8XF07	68.8	3.942e-181	0.4991	0.8635	0.7154
jgi-Galinc1-2064789-fgenesh1_pm.1_#_97	high_confidence_non_cazyme	-	-	0.0	nan	0.0000	0.6446	0.4111
jgi-YarliW29-162184-estExt_Genemark1.C_220075	gray_zone	-	WCJ32372.1	61.1	1.565e-111	0.3298	0.8322	0.6230
jgi-Annmor1-459849-gm1.7514_g	gray_zone	-	A0A093XUT4	76.7	1.08e-44	0.1579	0.5259	0.4605
jgi-FusoxT415-469978-estExt_Genewise1Plus.C_7_t10276	gray_zone	-	A0A9Q8SM29	62.5	2.402e-95	0.2757	0.8840	0.6089
jgi-Mycmet1-1528087-fgenesh1_kg.31_#_27_#_TRINITY_DN7456_c0_g1_i1	high_confidence_cazyme	GH125_e2	A0A1I9Q752	76.5	2.386e-201	0.5524	0.8710	0.7439
jgi-Apope1-580708-estExt_fgenesh1_pm.C_2_t10463	gray_zone	-	A0A1V0DDN5	68.2	1.793e-135	0.3822	0.8697	0.6585
