protein_id	tier	adjudicated_tier	family	foldseek_3di_best_hit	foldseek_3di_pident	foldseek_3di_evalue	foldseek_3di_bits_norm	saprot_cosine_to_cazyme_centroid	structure_evidence_score
jgi-Tubin1_1-625891-MIX5767_69_70	high_confidence_cazyme	high_confidence_cazyme	GT4_e3141	G4T895	59.8	1.292e-207	0.575	0.9262	0.7691
jgi-Scysp1_1-1363205-fgenesh1_kg.20_#_343_#_Locus2997v1rpkm75.89	high_confidence_cazyme	high_confidence_cazyme	GT35_e0	E1RCJ4	57.9	1.864e-187	0.5271	0.8343	0.7221
jgi-Pesfi1-6572-transcript:ETS81570	high_confidence_cazyme	high_confidence_cazyme	GH28_e79	A0A9Q8WKY2	59.7	7.502e-99	0.2862	0.7351	0.5769
jgi-CocheC4_6-222196-estExt_Genewise1Plus.C_6_t20194	high_confidence_non_cazyme	high_confidence_non_cazyme	-	A0A0U2JF88	62.2	2.902e-05	0.0436	0.5863	0.4184
jgi-Metal1-1289-rna-gnl-WGS:AZHE-MAM_mRNA04569_MAM_04569	high_confidence_cazyme	high_confidence_cazyme	GH135_e30	A0A0C3D2E7	76.3	4.085e-96	0.2784	0.7254	0.5705
jgi-Dicele1-73647-CE73646_148	high_confidence_non_cazyme	high_confidence_non_cazyme	-	F9G000	64.1	3.85e-66	0.2059	0.8061	0.5545
jgi-YarliY64008_1-50063-fgenesh1_pm.5_#_38	high_confidence_non_cazyme	high_confidence_non_cazyme	-	C1DYK6	69.2	3.278e-05	0.0419	0.5275	0.4028
jgi-Capfu1-175457-fgenesh1_kg.1_#_3842_#_TRINITY_DN5904_c0_g1_i1	high_confidence_non_cazyme	high_confidence_non_cazyme	-	A0A899G6P5	51.6	3.0609999999999997e-47	0.1527	0.8551	0.5401
jgi-LboTFB10292_1-761811-fgenesh1_kg.1_#_98_#_TRINITY_DN547_c0_g1_i6	high_confidence_non_cazyme	high_confidence_non_cazyme	-	A0A8I1L8T4	53.2	1.22e-06	0.0445	0.812	0.4752
jgi-SmicuMNP_2-6884-AYI70_g9110T0	high_confidence_non_cazyme	high_confidence_non_cazyme	-	A0A4V3B1M1	49.2	7.343e-05	0.0384	0.7032	0.445
jgi-Ilysp1-1583055-fgenesh1_kg.3_#_1674_#_Locus12337v1rpkm1.78	high_confidence_non_cazyme	high_confidence_non_cazyme	-	A0A090BUN9	59.3	8.666e-47	0.1492	0.9079	0.5516
jgi-Suisub1-1268319-e_gw1.10.201.1	high_confidence_non_cazyme	high_confidence_non_cazyme	-	QWU87570.1	36.9	3.592e-25	0.0995	0.9133	0.5281
jgi-Ruscom1-799047-fgenesh1_pg.193_#_13	high_confidence_non_cazyme	high_confidence_non_cazyme	-	-	0.0		0.0	0.6357	0.4089
jgi-Armnov1-1479331-fgenesh1_kg.12_#_194_#_TRINITY_DN10121_c4_g10_i1	high_confidence_non_cazyme	high_confidence_non_cazyme	-	-	0.0		0.0	0.4103	0.3526
jgi-Fimjon1-597966-MIX5440_1_14	high_confidence_non_cazyme	high_confidence_non_cazyme	-	A0A0C5VJW9	78.5	1.283e-05	0.0436	0.5638	0.4128
jgi-Nidsp1-185393-fgenesh1_pm.10_#_68	high_confidence_non_cazyme	high_confidence_non_cazyme	-	-	0.0		0.0	0.3939	0.3485
jgi-Asppsev1-209976-CE209975_491	high_confidence_non_cazyme	high_confidence_non_cazyme	-	-	0.0		0.0	0.7046	0.4261
jgi-Fibsp1-1040401-estExt_Genemark1.C_320016	high_confidence_non_cazyme	high_confidence_non_cazyme	-	-	0.0		0.0	0.4265	0.3566
jgi-Aspvad1-409909-fgenesh1_pg.1_#_475	high_confidence_non_cazyme	high_confidence_non_cazyme	-	-	0.0		0.0	0.5465	0.3866
jgi-Gaumor1_1-2901552-fgenesh1_kg.79_#_224_#_Locus3367v1rpkm61.62	high_confidence_non_cazyme	high_confidence_non_cazyme	-	A0A4P7NV00	42.1	5.547e-10	0.0558	0.8975	0.5023
jgi-Hypros1-323-FUN_000333-T1	high_confidence_non_cazyme	high_confidence_non_cazyme	-	A0A4Y7MVQ7	62.2	5.919e-105	0.3037	0.8071	0.6036
jgi-Chicu1-805499-fgenesh1_kg.6_#_327_#_TRINITY_DN1258_c1_g1_i5	high_confidence_non_cazyme	high_confidence_non_cazyme	-	A0A813TX02	41.9	7.42e-07	0.048	0.8467	0.4857
jgi-Suibru1_1-145660-e_gw1.663.27.1	high_confidence_non_cazyme	high_confidence_non_cazyme	-	-	0.0		0.0	0.4948	0.3737
jgi-Dipuni1-501656-fgenesh1_kg.8_#_63_#_TRINITY_DN1198_c1_g1_i2	high_confidence_non_cazyme	high_confidence_non_cazyme	-	-	0.0		0.0	0.7582	0.4396
jgi-RusKIS4_1_1-1616131-fgenesh1_kg.174_#_276_#_TRINITY_DN5344_c0_g1_i11	high_confidence_non_cazyme	high_confidence_non_cazyme	-	A0A4U8W7K9	42.2	1.012e-09	0.0532	0.7103	0.4542
jgi-Suitom1-670145-fgenesh1_pg.10_#_88	high_confidence_non_cazyme	high_confidence_non_cazyme	-	-	0.0		0.0	0.4699	0.3675
jgi-Sidvul1-2267225-estExt_fgenesh1_pg.C_130018	high_confidence_non_cazyme	high_confidence_non_cazyme	-	A0A4Q4IXL3	42.5	2.046e-06	0.0445	0.5917	0.4202
jgi-XyFL1777_1-46409-CE46408_22583	high_confidence_non_cazyme	high_confidence_non_cazyme	-	A0A9Q8SJT0	47.0	1.1010000000000001e-72	0.2347	0.8316	0.5753
jgi-Color1-6402-CORC01_14143T0	high_confidence_non_cazyme	high_confidence_non_cazyme	-	UTR12015.1	49.0	1.175e-11	0.0628	0.6956	0.4553
jgi-Delst1-348349-fgenesh1_kg.4_#_305_#_TRINITY_DN196_c0_g2_i1	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A510IYX7	50.8	1.711e-13	0.0681	0.7985	0.4837
jgi-Panpap1-1517530-fgenesh1_kg.38_#_235_#_TRINITY_DN5296_c2_g1_i1	gray_zone	gray_zone_ambiguous_structure	-	G1XRH4	68.7	5.843e-57	0.1702	0.7561	0.5241
jgi-NeoP8C63_1-684766-MIX18912_18443_38	gray_zone	gray_zone_structure_supports_cazyme	-	A0A7R9G9Z6	77.3	1.704e-135	0.3778	0.8169	0.6431
jgi-FopisF79_1-676966-MIX19487_15_63	gray_zone	gray_zone_structure_supports_cazyme	-	A0A6M7YE70	58.8	9.845e-122	0.3517	0.8873	0.6477
jgi-Hygaur1-1151574-fgenesh1_kg.103_#_28_#_Locus6652v1rpkm29.07	high_confidence_non_cazyme	high_confidence_non_cazyme	-	A0A7R8CT40	36.1	1.224e-31	0.1195	0.7908	0.5075
jgi-Mycvit1-1032087-estExt_Genewise1Plus.C_3_t10084	gray_zone	gray_zone_ambiguous_structure	-	QGI70183.1	50.5	8.819000000000001e-71	0.2286	0.8227	0.57
jgi-Rhivi1-732103-estExt_Genewise1Plus.C_210056	gray_zone	gray_zone_ambiguous_structure	-	A0A9Q9DSF7	63.7	2.503e-101	0.2897	0.8405	0.605
jgi-Hypsub2-580782-fgenesh1_pm.4_#_270	gray_zone	gray_zone_ambiguous_structure	-	A0A7H8QT70	68.5	2.9939999999999998e-89	0.2679	0.8279	0.5909
jgi-Triei1-382303-MIX5371_5_49	high_confidence_cazyme	high_confidence_cazyme	GH16_18	G9NZK6	64.6	4.847e-95	0.2775	0.7751	0.5825
jgi-Necsp1-440971-fgenesh1_kg.10_#_132_#_Locus4368v1rpkm19.85	high_confidence_cazyme	high_confidence_cazyme	AA7_e0	E3QRX1	53.4	9.764e-100	0.2949	0.8801	0.6175
jgi-Metgui1-6359-rna-gnl-WGS:AZNH-MGU_mRNA07359_MGU_07359	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A2U2MXM4	50.5	0.0002653	0.041	0.8164	0.4746
jgi-Aspeuc1-455295-MIX12824_8_17	gray_zone	gray_zone_structure_supports_non_cazyme	-	B1ZM68	39.3	5.834e-19	0.0838	0.6085	0.444
jgi-Acrvag1-998383-estExt_Genewise1Plus.C_710146	high_confidence_cazyme	high_confidence_cazyme	GH2_e29	U4Q148	70.3	7.952999999999999e-257	0.6972	0.9071	0.8254
jgi-Suivis2-1753126-MIX4987_880_31	gray_zone	gray_zone_structure_supports_cazyme	-	A0A2P7YZD8	53.9	1.35e-126	0.3805	0.8632	0.656
jgi-Sisbri1-571299-estExt_Genewise1.C_7_t20078	gray_zone	gray_zone_structure_supports_cazyme	-	A0A2G5UV03	58.2	2.015e-96	0.2862	0.8666	0.6098
jgi-Psever1-2331-transcript:OBT99486	gray_zone	gray_zone_ambiguous_structure	-	A0A810L9H4	66.4	4.298e-45	0.1562	0.7554	0.5169
jgi-Mycflo1-818687-estExt_Genewise1.C_4_t10107	high_confidence_cazyme	high_confidence_cazyme	GT90_e6	A0A7R7XLK0	47.8	1.921e-92	0.2784	0.8662	0.6057
jgi-Dacma1-758546-fgenesh1_pg.6_#_931	gray_zone	gray_zone_ambiguous_structure	-	A0A9Q8Z3Q8	47.5	8.686999999999999e-66	0.2068	0.8675	0.5703
jgi-Croqu1-662343-fgenesh1_kg.136_#_34_#_Locus2899v1rpkm35.44	high_confidence_cazyme	high_confidence_cazyme	GT22_e9	A0A180G7N9	73.2	3.808e-153	0.4293	0.8312	0.6725
jgi-Achma1-19021-e_gw1.430.5.1	gray_zone	gray_zone_structure_supports_cazyme	-	A0A7W8AL38	65.6	6.195e-173	0.4825	0.9097	0.7187
jgi-Pyrly1-458351-fgenesh1_kg.11_#_65_#_TRINITY_DN3414_c0_g1_i1	gray_zone	gray_zone_structure_supports_non_cazyme	-	G9Y4A4	39.5	0.0002007	0.0401	0.8136	0.4735
jgi-Epi6094_1-1240259-fgenesh1_kg.21_#_531_#_TRINITY_DN1133_c0_g1_i1	gray_zone	gray_zone_structure_supports_non_cazyme	-	D2AUV0	42.4	5.842e-23	0.0951	0.8407	0.5077
jgi-Aspuni1_1-63971-gm1.8539_g	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A806KMX5	55.7	3.265e-08	0.0532	0.8914	0.4995
jgi-Paxru2-822141-Paxru1.fgenesh1_kg.23_#_12_#_Locus2319v1rpkm74.55	high_confidence_non_cazyme	high_confidence_non_cazyme	-	A0A8H8NXE2	50.2	1.945e-42	0.1492	0.8266	0.5313
jgi-ThyNC0857_1-328468-fgenesh1_kg.3_#_739_#_TRINITY_DN3589_c0_g1_i1	gray_zone	gray_zone_structure_supports_cazyme	-	F0W336	76.9	1.762e-155	0.4311	0.826	0.672
jgi-Conioc1-1168917-fgenesh1_pm.4_#_481	high_confidence_cazyme	high_confidence_cazyme	GH43_13|CBM91_e16	A0A9Q8T3X5	58.3	4.256e-174	0.4852	0.8014	0.6929
jgi-Irplac1183_1-870979-CE870978_2867	high_confidence_non_cazyme	high_confidence_non_cazyme	-	A0A6H1A2D2	34.9	7.939e-11	0.0602	0.5085	0.4072
jgi-Talst1_2-9508-TSTA_036600	gray_zone	gray_zone_structure_supports_cazyme	-	A0A6M7YE70	58.9	5.8610000000000005e-102	0.3002	0.8973	0.6244
jgi-Mychet1-297678-gm1.2194_g	gray_zone	gray_zone_ambiguous_structure	-	A0A4D6KIU9	76.8	7.02e-83	0.2382	0.6309	0.5268
jgi-Xyldig919_1-284099-CE284098_3851	gray_zone	gray_zone_ambiguous_structure	-	QWU87570.1	54.9	2.043e-35	0.1274	0.8945	0.5373
jgi-Myclep1-2208465-estExt_Genewise1.C_11150010	high_confidence_cazyme	high_confidence_cazyme	CE2_e3	BCY06709.1	55.6	6.569e-81	0.2408	0.8646	0.5866
jgi-Monpu1-486507-fgenesh1_pg.3_#_55	gray_zone	gray_zone_structure_supports_cazyme	-	A0A7H8QMU0	70.9	3.846e-118	0.3438	0.8138	0.6254
jgi-Nakbac1-5044-BN123_NABA0s09e01430g.tr	high_confidence_non_cazyme	high_confidence_non_cazyme	-	-	0.0		0.0	0.7811	0.4453
jgi-Biscog1-564012-fgenesh1_kg.40_#_30_#_TRINITY_DN6631_c0_g1_i4	gray_zone	gray_zone_ambiguous_structure	-	A0A160SXU2	59.1	9.224e-100	0.2932	0.8437	0.6075
jgi-Aspdur1-221409-fgenesh1_kg.4_#_642_#_TRINITY_DN3629_c0_g1_i1	gray_zone	gray_zone_structure_supports_cazyme	-	A0A6M7ZQI8	75.3	6.63e-142	0.404	0.8082	0.654
jgi-Fenlin1-618144-fgenesh1_kg.25_#_204_#_TRINITY_DN6198_c0_g2_i1	gray_zone	gray_zone_ambiguous_structure	-	A0A7R9A533	41.0	7.515999999999999e-44	0.1553	0.8367	0.5368
jgi-Schshe1-33660-CE27751_50231	gray_zone	gray_zone_structure_supports_cazyme	-	A0A7H8QMI3	68.1	3.261e-206	0.575	0.8576	0.7519
jgi-Ascra1-10531-ST47_g2067T0	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A386HNT0	35.9	2.285e-16	0.0759	0.8591	0.5027
jgi-FvanT31_1-337440-fgenesh1_pm.25_#_23	gray_zone	gray_zone_structure_supports_cazyme	-	A0A9Q8WAU1	69.6	2.172e-119	0.3455	0.7936	0.6212
jgi-Asphir1-127585-CE127584_200	gray_zone	gray_zone_structure_supports_cazyme	-	A0A2H1GTP3	67.4	4.548e-270	0.7347	0.8815	0.8377
jgi-Denna1-523124-fgenesh1_kg.4_#_844_#_TRINITY_DN3351_c0_g2_i1	gray_zone	gray_zone_ambiguous_structure	-	A0A6M7YW69	64.8	8.615e-64	0.2007	0.8171	0.5546
jgi-Colso1-479287-e_gw1.185.44.1	high_confidence_non_cazyme	high_confidence_non_cazyme	-	I4D1I7	49.8	1.8180000000000002e-26	0.1021	0.8489	0.5133
jgi-Aspter1-171676-fgenesh1_kg.2_#_2276_#_TRINITY_DN4713_c0_g1_i3	gray_zone	gray_zone_structure_supports_non_cazyme	-	WAR59175.1	57.0	1.714e-19	0.0829	0.7741	0.485
jgi-Morkaki1-900557-fgenesh1_kg.30_#_206_#_TRINITY_DN6059_c1_g2_i2	gray_zone	gray_zone_structure_supports_cazyme	-	WEJ95743.1	46.1	1.227e-133	0.3935	0.7955	0.6456
jgi-Idrluna1-867310-fgenesh1_kg.19_#_962_#_TRINITY_DN9134_c0_g1_i1	high_confidence_non_cazyme	high_confidence_non_cazyme	-	-	0.0		0.0	0.6136	0.4034
jgi-Triaet1-318020-fgenesh1_kg.3_#_918_#_TRINITY_DN1216_c0_g1_i3	high_confidence_non_cazyme	high_confidence_non_cazyme	-	E0RW58	31.5	3.095e-06	0.0436	0.7627	0.4625
jgi-HyNC1633_2-630868-fgenesh1_pm.18_#_23	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A2P8QZQ1	48.0	0.0009211	0.0375	0.7707	0.4614
jgi-Amyrou1-649462-fgenesh1_kg.40_#_62_#_TRINITY_DN7845_c0_g1_i9	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A5N5V217	49.1	1.052e-07	0.0515	0.5696	0.4181
jgi-Trigha1-458822-fgenesh1_kg.45_#_27_#_TRINITY_DN2519_c0_g1_i2	high_confidence_non_cazyme	high_confidence_non_cazyme	-	A0A9P9K3K3	64.7	1.367e-177	0.5113	0.8491	0.718
jgi-Mycpol1-1227313-fgenesh1_kg.84_#_339_#_TRINITY_DN11951_c0_g1_i2	high_confidence_cazyme	high_confidence_cazyme	AA1_1|AA1_e41	K9MEL6	62.3	2.1239999999999998e-167	0.4651	0.8032	0.6833
jgi-SerlaS7_9_2-1187705-estExt_Genewise1Plus.C_7_t20193	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A834VDS6	50.2	1.466e-31	0.1204	0.5504	0.4478
jgi-Ilyeu1-633139-fgenesh1_pm.11_#_290	high_confidence_cazyme	high_confidence_cazyme	GH35_e11	A0A6M7Z726	59.8	6.307e-169	0.4895	0.9105	0.7224
jgi-Ser400_1-1196982-gm1.3304_g	high_confidence_cazyme	high_confidence_cazyme	CE4_e176|CBM50_e542|CBM50_e542|CBM50_e542|CBM50_e1014	G4TAI4	65.1	2.1880000000000002e-132	0.3787	0.7687	0.6315
jgi-ThoPMI491_1-755034-fgenesh1_kg.92_#_8_#_Locus3956v1rpkm21.64	gray_zone	gray_zone_ambiguous_structure	-	A0A1S9DVV1	61.1	1.706e-66	0.212	0.7987	0.5557
jgi-Aspcap1-101545-fgenesh1_kg.238_#_12_#_TRINITY_DN5160_c0_g1_i7	gray_zone	gray_zone_structure_supports_cazyme	-	A0A8D9CM86	68.8	6.406e-176	0.4939	0.9032	0.7227
jgi-Trigil1-560899-fgenesh1_pm.31_#_62	high_confidence_cazyme	high_confidence_cazyme	AA7_e4	W9JRL7	48.9	6.25e-97	0.2871	0.8468	0.6052
jgi-Lorma1-540740-gm1.762_g	gray_zone	gray_zone_structure_supports_cazyme	-	A0A8H8SZN1	55.8	1.2270000000000001e-270	0.7496	0.7572	0.8141
jgi-Suisib1-1064780-CE1064779_6176	high_confidence_non_cazyme	high_confidence_non_cazyme	-	A0A8H8NLM5	65.8	2.216e-49	0.1588	0.8057	0.5308
jgi-Colme1-1525-mrna_1525	gray_zone	gray_zone_structure_supports_non_cazyme	-	-	0.0		0.0	0.4501	0.3625
jgi-Pbif18543_1-374824-fgenesh1_kg.13_#_91_#_TRINITY_DN3192_c0_g1_i4	gray_zone	gray_zone_structure_supports_non_cazyme	-	-	0.0		0.0	0.4911	0.3728
jgi-Asppul1-478185-fgenesh1_pm.1_#_38	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A7H8RC90	40.4	8.702e-27	0.1056	0.8044	0.5039
jgi-Fuscon1-480204-fgenesh1_kg.5_#_2195_#_TRINITY_DN8726_c0_g1_i1	gray_zone	gray_zone_ambiguous_structure	-	QYO64430.1	47.6	2.736e-55	0.1824	0.8892	0.5635
jgi-Fusoxcub1-2082-rna-gnl-WGS:AGND-mrna_FOIG_01273T0	gray_zone	gray_zone_structure_supports_cazyme	-	A0A8S2AZU5	62.1	3.546e-219	0.6065	0.8559	0.7672
jgi-Lacsu1-351453-fgenesh1_kg.9_#_737_#_TRINITY_DN5507_c0_g1_i1	gray_zone	gray_zone_structure_supports_cazyme	-	A0A8H8SYW4	62.6	6.521e-221	0.6169	0.8213	0.7638
jgi-Triple1-114014-g7295.t1	gray_zone	gray_zone_ambiguous_structure	-	A0A455SPF7	59.3	1.314e-89	0.2609	0.8463	0.592
jgi-Fuseq1-51001-CE51000_10404	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A7R8W2A9	33.5	2.695e-06	0.0462	0.9126	0.5013
jgi-Aspfl2_3-2065606-e_gw1.3.516.1	gray_zone	gray_zone_structure_supports_cazyme	-	A0A9Q8SLQ4	65.1	7.3760000000000005e-199	0.5506	0.8816	0.7457
jgi-Dreco1-46-transcript:KYK58899	gray_zone	gray_zone_ambiguous_structure	-	A0A7R9A3Q4	73.5	2.807e-110	0.3246	0.7462	0.5989
jgi-TriharM10_1-386351-estExt_Genewise1.C_720151	gray_zone	gray_zone_structure_supports_cazyme	-	A0A7D5ZAS3	59.6	9.213000000000001e-172	0.4913	0.8056	0.697
jgi-Aspfumig1-158897-MIX6874_7_27	gray_zone	gray_zone_ambiguous_structure	-	A0A7R8HE42	59.0	6.103e-56	0.1789	0.7696	0.5318
jgi-Corsim1-47563-e_gw1.42.57.1	gray_zone	gray_zone_structure_supports_cazyme	-	A0A7R9A3Q4	70.8	1.7809999999999998e-111	0.3194	0.8079	0.6117
jgi-Asptaic1-171851-fgenesh1_kg.58_#_57_#_TRINITY_DN1537_c0_g1_i1	gray_zone	gray_zone_structure_supports_cazyme	-	A0A6M7YE70	66.0	1.583e-154	0.4337	0.8896	0.6892
jgi-Aspamy1-177243-MIX111_50_59	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A291PGJ2	33.9	8.965e-14	0.0689	0.876	0.5035
jgi-Piscro1-750838-CE750837_4792	gray_zone	gray_zone_structure_supports_non_cazyme	-	W0RNZ5	36.5	8.598e-07	0.048	0.8428	0.4847
jgi-Colpa1-10900-mrna_5800	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A8R9YT75	40.6	4.1660000000000004e-63	0.2103	0.6056	0.5066
jgi-Amamu1-175306-fgenesh1_pg.2_#_299	high_confidence_non_cazyme	high_confidence_non_cazyme	-	WED65248.1	48.8	2.001e-07	0.048	0.8351	0.4828
jgi-Trito1-3835-transcript:EGD93384	gray_zone	gray_zone_structure_supports_cazyme	-	A0A8S1ZRI4	56.5	5.8800000000000005e-145	0.4162	0.8502	0.6707
jgi-Aspave1-168452-MIX764_4_12	gray_zone	gray_zone_structure_supports_cazyme	-	A0A9Q8WAU1	69.6	5.965e-138	0.3918	0.7732	0.6392
jgi-Pfla17421_1-310277-gm4.8217_g	gray_zone	gray_zone_structure_supports_non_cazyme	-	UPK92553.1	47.1	7.6010000000000005e-25	0.1012	0.7166	0.4798
jgi-Muccir1_3-1312959-estExt_Genewise1.C_9_t20045	high_confidence_non_cazyme	high_confidence_non_cazyme	-	A0A7R8GYY3	64.5	2.144e-114	0.3272	0.8659	0.6301
jgi-Pcit131864-928391-MIX6154_65_21	high_confidence_cazyme	high_confidence_cazyme	GH78_e52	A0A7H8QUK3	63.4	5.35e-196	0.5462	0.8656	0.7395
jgi-XylFL0255-377833-fgenesh1_kg.58_#_134_#_TRINITY_DN463_c0_g1_i1	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A8S2A9K1	40.6	2.9359999999999996e-22	0.0899	0.8478	0.5069
jgi-Plecto1-578160-e_gw1.4.1319.1	gray_zone	gray_zone_structure_supports_cazyme	-	A0A7H8RC90	57.5	2.9190000000000002e-154	0.452	0.8017	0.6764
jgi-Frien1-6052-B0A54_17508	gray_zone	gray_zone_structure_supports_non_cazyme	-	-	0.0		0.0	0.4512	0.3628
jgi-Crevar1-850311-fgenesh1_kg.15_#_254_#_Locus3700v1rpkm40.77	gray_zone	gray_zone_ambiguous_structure	-	A0A499UEJ4	41.4	5.89e-57	0.1902	0.8067	0.5468
jgi-Ustvir1-4204-UVI_02053650	gray_zone	gray_zone_ambiguous_structure	-	A0A6M7YW69	65.1	1.1259999999999999e-59	0.1876	0.8118	0.5468
jgi-AurpulNBB1-37143-e_gw1.2.1192.1	gray_zone	gray_zone_ambiguous_structure	-	A0A9Q9DVU5	62.0	4.9e-84	0.2539	0.7975	0.5763
jgi-Aspnut1-237123-MIX2662_600_64	gray_zone	gray_zone_structure_supports_non_cazyme	-	-	0.0		0.0	0.4097	0.3524
jgi-Aspmic1-359031-gm1.8572_g	gray_zone	gray_zone_structure_supports_cazyme	-	A0A6L9JGG6	68.5	3.469e-137	0.3831	0.8141	0.6451
jgi-Fusva1-600424-MIX25105_12_62	high_confidence_cazyme	high_confidence_cazyme	CE4_e119	A0A9E8KTR0	56.0	7.604000000000001e-57	0.178	0.8396	0.5489
jgi-Xylcub1-480063-gm1.3939_g	gray_zone	gray_zone_structure_supports_cazyme	-	A0A9Q8SQH7	66.0	2.445e-141	0.4084	0.8754	0.673
jgi-Cercru1-2943236-gm1.11615_g	high_confidence_non_cazyme	high_confidence_non_cazyme	-	WBP96210.1	81.2	5.015e-06	0.0454	0.5532	0.411
jgi-FoxF201_1-177987-CE177986_7859	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A834RBM3	51.9	1.529e-08	0.0541	0.5627	0.4177
jgi-Anobom1-1478547-estExt_Genewise1Plus.C_4260009	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A1X9L6N5	40.0	1.362e-06	0.0471	0.9006	0.4987
jgi-Cerbe1-4574-transcript:PPJ60444	high_confidence_cazyme	high_confidence_cazyme	GT20_e24	A0A9Q8UUB6	71.4	1.5820000000000001e-288	0.7914	0.9108	0.8734
jgi-Humgr1-7589-Humgr2_004429-RA	gray_zone	gray_zone_structure_supports_cazyme	-	A0A9Q8T8N0	60.1	1.54e-257	0.7164	0.8544	0.8218
jgi-Colorb1-142710-mrna_9230	gray_zone	gray_zone_structure_supports_cazyme	-	A0A8H8T062	50.1	3.99e-114	0.3473	0.8369	0.6329
jgi-Aspni7-50199-Aspni5.fgenesh1_pm.C_scaffold_11000201	gray_zone	gray_zone_ambiguous_structure	-	WAH41379.1	52.2	6.008000000000001e-72	0.2173	0.8947	0.5823
jgi-Schco3-2567174-estExt_Genewise1Plus.C_2_t80096	gray_zone	gray_zone_structure_supports_cazyme	-	A0A9Q8WER7	61.9	2.171e-115	0.3351	0.8134	0.6209
jgi-Liptetr1-543442-fgenesh1_kg.73_#_49_#_TRINITY_DN3216_c0_g1_i2	high_confidence_non_cazyme	high_confidence_non_cazyme	-	A0A7R7VT07	57.7	0.0001838	0.0401	0.7269	0.4518
jgi-FopisF105_1-326236-fgenesh1_kg.103_#_32_#_TRINITY_DN5573_c0_g1_i3	gray_zone	gray_zone_structure_supports_cazyme	-	Q5AS26	67.8	2.6930000000000002e-191	0.5305	0.8773	0.7346
jgi-Aspneos1-11244-e_gw1.26.11.1	gray_zone	gray_zone_structure_supports_non_cazyme	-	QQU86556.1	37.4	2.294e-07	0.048	0.8255	0.4804
jgi-Mordim1-656917-estExt_fgenesh1_pg.C_250050	gray_zone	gray_zone_structure_supports_cazyme	-	A0A2P1BVT5	54.1	2.857e-223	0.6291	0.7387	0.7493
jgi-Pcvj18317_1-251185-fgenesh1_kg.8_#_172_#_TRINITY_DN3370_c0_g1_i1	gray_zone	gray_zone_structure_supports_non_cazyme	-	BCZ48715.1	56.8	0.0002355	0.0419	0.6387	0.4306
jgi-Exoalc1_J33-528680-fgenesh1_kg.2_#_2230_#_TRINITY_DN1514_c0_g2_i1	gray_zone	gray_zone_structure_supports_cazyme	-	A0A7H8QT70	75.3	1.067e-129	0.3735	0.8249	0.643
jgi-XylarbFL1030-347475-MIX138_2053_27	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A7H0Y7Q0	41.6	0.0006967	0.0401	0.8018	0.4705
jgi-Chagl1-348414-CE348413_1191	gray_zone	gray_zone_structure_supports_cazyme	-	UPS43537.1	55.1	1.805e-163	0.4651	0.8567	0.6967
jgi-Gilper1-479999-e_gw1.64.58.1	high_confidence_non_cazyme	high_confidence_non_cazyme	-	QPN26930.1	53.8	9.334e-39	0.13	0.8872	0.5368
jgi-Xyltel121673_1-571671-MIX4078_37_55	high_confidence_cazyme	high_confidence_cazyme	AA3_2	A0A1Z1CJ71	68.6	6.137e-228	0.623	0.8674	0.7784
jgi-PuccoNC29_1-17929-PCA_NC_16317-T1	high_confidence_cazyme	high_confidence_cazyme	GH47_e4	A0A180GMB9	62.5	2.541e-146	0.425	0.8546	0.6761
jgi-Pilano1-32463-CE32462_726	high_confidence_non_cazyme	high_confidence_non_cazyme	-	-	0.0		0.0	0.5303	0.3826
jgi-Calmar1-508881-fgenesh1_kg.211_#_67_#_TRINITY_DN1476_c0_g2_i1	gray_zone	gray_zone_structure_supports_cazyme	-	F0W0H6	73.5	4.19e-124	0.3482	0.8655	0.6405
jgi-Rasby1-7562-rna-Paeby1p7_15263	gray_zone	gray_zone_ambiguous_structure	-	A0A077R2I8	49.6	1.0690000000000001e-84	0.2653	0.8174	0.587
jgi-Copang1-35036-CE35035_9349	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A7R8VDZ3	46.6	2.873e-19	0.0846	0.888	0.5143
jgi-Fuscuc1-731296-fgenesh1_kg.11_#_591_#_TRINITY_DN2289_c0_g8_i1	high_confidence_non_cazyme	high_confidence_non_cazyme	-	A0A7R8X5Y5	59.0	3.557e-12	0.0637	0.6198	0.4368
jgi-Suipic1-1183284-gw1.620.5.1	high_confidence_non_cazyme	high_confidence_non_cazyme	-	-	0.0		0.0	0.5155	0.3789
